RID,,Rxn description,Formula,LB,UB,subSystem,Gene Rule,Bibliomic - Intracellular,Biblomic - Exchange,Proteomic,OMIM disease,Drug target,Confidence Score,Reference ID,,,,,,,,,,,,,,,,,,,,,,,,,,
797,PSSA1_hs_18_0_18_0,PSSA1 hs 18 0 18 0,chol[c] + ps_hs_18_0_18_0[c]  <=> ser_L[c] + pchol_hs_18_0_18_0[c] ,-1000,1000,Expanded Phospholipid metabolism,9791,1,0,1,0,0,4,195,21,,,,,,,,,,,,,,,,,,,,,,,,,1
798,CEPTC_18_0_18_0,CEPTC 18 0 18 0,dag_hs_18_0_18_0[c] + cdpchol[c]  -> cmp[c] + pchol_hs_18_0_18_0[c] + h[c] ,0,1000,Expanded Phospholipid metabolism,56994 or 10390,1,0,1,0,0,4,194,193,308,21,,,,,,,,,,,,,,,,,,,,,,,1
799,PLA2_2_18_0_18_0,PLA2 2 18 0 18 0,h2o[c] + pchol_hs_18_0_18_0[c]  -> h[c] + lpchol_hs_18_0[c] + ocdca[c] ,0,1000,Expanded Phospholipid metabolism,5320 or 8398,1,0,0,1,1,4,57,61,62,63,248,249,,,,,,,,,,,,,,,,,,,,,1
800,DAGK_hs_18_0_18_0,DAGK hs 18 0 18 0,h[c] + adp[c] + pa_hs_18_0_18_0[c]  <=> dag_hs_18_0_18_0[c] + atp[c] ,-1000,1000,Expanded DAG metabolism,1606 or 1607 or 1608 or 1609 or 9162 or 8525 or 8526 or 8527 or 160851,1,0,1,1,0,4,229,18,21,,,,,,,,,,,,,,,,,,,,,,,,1
801,LPS2_18_0_18_0,LPS2 18 0 18 0,dag_hs_18_0_18_0[c] + h2o[c]  -> h[c] + ocdca[c] + mag_hs_18_0[c] ,0,1000,Expanded DAG metabolism,4023,1,0,0,1,1,4,192,228,,,,,,,,,,,,,,,,,,,,,,,,,1
802,CDS_18_0_18_0,CDS 18 0 18 0,ctp[c] + h[c] + pa_hs_18_0_18_0[c]  -> ppi[c] + cdpdag_hs_18_0_18_0[c] ,0,1000,Expanded Glycerophospholipid metabolism,1040,1,0,0,0,0,4,191,,,,,,,,,,,,,,,,,,,,,,,,,,1
803,CDIPTr_18_0_18_0,CDIPTr 18 0 18 0,inost[c] + cdpdag_hs_18_0_18_0[c]  -> cmp[c] + pail_hs_18_0_18_0[c] + h[c] ,0,1000,Expanded Glycerophospholipid metabolism,10423,1,0,1,0,0,4,191,26,4,21,,,,,,,,,,,,,,,,,,,,,,,1
804,PIPLC_18_0_18_0,PIPLC 18 0 18 0,h2o[c] + pail_hs_18_0_18_0[c]  -> dag_hs_18_0_18_0[c] + mi1p_D[c] + h[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 257068 or 9651 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
805,PIK4_18_0_18_0,PIK4 18 0 18 0,pail_hs_18_0_18_0[c] + atp[c]  -> pail4p_hs_18_0_18_0[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5297 or 5298 or 55361,1,0,1,0,0,4,189,24,21,16,,,,,,,,,,,,,,,,,,,,,,,1
806,PI4PLC_18_0_18_0,PI4PLC 18 0 18 0,h2o[c] + pail4p_hs_18_0_18_0[c]  -> dag_hs_18_0_18_0[c] + h[c] + mi14p[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
807,PI4P3K_18_0_18_0,PI4P3K 18 0 18 0,pail4p_hs_18_0_18_0[c] + atp[c]  -> pail34p_hs_18_0_18_0[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5286 or 5287 or 5288 or 5290 or 5291 or 5293 or 5294 or 23533 or 5296 or 10870 or 8503 or 5295,0,0,1,1,1,4,24,30,16,21,,,,,,,,,,,,,,,,,,,,,,,1
808,PI34P5K_18_0_18_0,PI34P5K 18 0 18 0,pail34p_hs_18_0_18_0[c] + atp[c]  -> pail345p_hs_18_0_18_0[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,8394 or 8395 or 23396,0,0,1,1,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,1
809,PI4P5K_18_0_18_0,PI4P5K 18 0 18 0,atp[c] + pail45p_hs_18_0_18_0[c]  -> pail345p_hs_18_0_18_0[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,200576 or 23396 or 8394 or 8395 or 8396 or 5305 or 79837,1,0,1,1,0,4,189,24,22,29,0,2,1,3,8,15,,,,,,,,,,,,,,,,,1
810,PI345P3P_18_0_18_0,PI345P3P 18 0 18 0,h2o[c] + pail345p_hs_18_0_18_0[c]  -> pi[c] + pail45p_hs_18_0_18_0[c] ,0,1000,Expanded Glycerophospholipid metabolism,5728,0,0,1,1,0,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,1
811,PI45PLC_18_0_18_0,PI45PLC 18 0 18 0,h2o[c] + pail45p_hs_18_0_18_0[c]  -> dag_hs_18_0_18_0[c] + h[c] + mi145p[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,58,16,22,,,,,,,,,,,,,,,,,,,,1
812,AGPAT1_18_0_18_1,AGPAT1 18 0 18 1,alpha_hs_18_0[c] + odecoa[c]  -> coa[c] + pa_hs_18_0_18_1[c] ,0,1000,Expanded DAG metabolism,137964 or 56894 or 10554 or 10555 or 55326 or 56895,1,0,1,1,0,4,95,96,21,,,,,,,,,,,,,,,,,,,,,,,,1
813,PPAP_18_0_18_1,PPAP 18 0 18 1,h2o[c] + pa_hs_18_0_18_1[c]  -> dag_hs_18_0_18_1[c] + pi[c] ,0,1000,Expanded DAG metabolism,8611 or 8612 or 8613,1,0,0,0,0,4,103,107,,,,,,,,,,,,,,,,,,,,,,,,,1
814,CEPTE_18_0_18_1,CEPTE 18 0 18 1,dag_hs_18_0_18_1[c] + cdpea[c]  -> cmp[c] + h[c] + pe_hs_18_0_18_1[c] ,0,1000,Expanded Phospholipid metabolism,10390,1,0,1,0,0,4,194,302,21,,,,,,,,,,,,,,,,,,,,,,,,1
815,PSSA2_hs_18_0_18_1,PSSA2 hs 18 0 18 1,ser_L[c] + pe_hs_18_0_18_1[c]  <=> ps_hs_18_0_18_1[c] + etha[c] ,-1000,1000,Expanded Phospholipid metabolism,81490,1,0,1,0,0,4,195,32,21,,,,,,,,,,,,,,,,,,,,,,,,1
816,PSSA1_hs_18_0_18_1,PSSA1 hs 18 0 18 1,chol[c] + ps_hs_18_0_18_1[c]  <=> ser_L[c] + pchol_hs_18_0_18_1[c] ,-1000,1000,Expanded Phospholipid metabolism,9791,1,0,1,0,0,4,195,21,,,,,,,,,,,,,,,,,,,,,,,,,1
817,CEPTC_18_0_18_1,CEPTC 18 0 18 1,dag_hs_18_0_18_1[c] + cdpchol[c]  -> cmp[c] + h[c] + pchol_hs_18_0_18_1[c] ,0,1000,Expanded Phospholipid metabolism,56994 or 10390,1,0,1,0,0,4,194,193,309,21,,,,,,,,,,,,,,,,,,,,,,,1
818,PLA2_2_18_0_18_1,PLA2 2 18 0 18 1,h2o[c] + pchol_hs_18_0_18_1[c]  -> ocdcea[c] + h[c] + lpchol_hs_18_0[c] ,0,1000,Expanded Phospholipid metabolism,5320 or 8398,1,0,0,1,1,4,57,61,62,63,248,249,,,,,,,,,,,,,,,,,,,,,1
819,DAGK_hs_18_0_18_1,DAGK hs 18 0 18 1,h[c] + adp[c] + pa_hs_18_0_18_1[c]  <=> dag_hs_18_0_18_1[c] + atp[c] ,-1000,1000,Expanded DAG metabolism,1606 or 1607 or 1608 or 1609 or 9162 or 8525 or 8526 or 8527 or 160851,1,0,1,1,0,4,229,18,21,,,,,,,,,,,,,,,,,,,,,,,,1
820,LPS2_18_0_18_1,LPS2 18 0 18 1,dag_hs_18_0_18_1[c] + h2o[c]  -> ocdcea[c] + h[c] + mag_hs_18_0[c] ,0,1000,Expanded DAG metabolism,4023,1,0,0,1,1,4,192,228,,,,,,,,,,,,,,,,,,,,,,,,,1
821,CDS_18_0_18_1,CDS 18 0 18 1,ctp[c] + h[c] + pa_hs_18_0_18_1[c]  -> ppi[c] + cdpdag_hs_18_0_18_1[c] ,0,1000,Expanded Glycerophospholipid metabolism,1040,1,0,0,0,0,4,191,,,,,,,,,,,,,,,,,,,,,,,,,,1
822,CDIPTr_18_0_18_1,CDIPTr 18 0 18 1,inost[c] + cdpdag_hs_18_0_18_1[c]  -> pail_hs_18_0_18_1[c] + cmp[c] + h[c] ,0,1000,Expanded Glycerophospholipid metabolism,10423,1,0,1,0,0,4,191,26,4,21,,,,,,,,,,,,,,,,,,,,,,,1
823,PIPLC_18_0_18_1,PIPLC 18 0 18 1,pail_hs_18_0_18_1[c] + h2o[c]  -> mi1p_D[c] + dag_hs_18_0_18_1[c] + h[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 257068 or 9651 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
824,PIK4_18_0_18_1,PIK4 18 0 18 1,pail_hs_18_0_18_1[c] + atp[c]  -> pail4p_hs_18_0_18_1[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5297 or 5298 or 55361,1,0,1,0,0,4,189,24,21,16,,,,,,,,,,,,,,,,,,,,,,,1
825,PI4PLC_18_0_18_1,PI4PLC 18 0 18 1,h2o[c] + pail4p_hs_18_0_18_1[c]  -> dag_hs_18_0_18_1[c] + h[c] + mi14p[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
826,PI4P3K_18_0_18_1,PI4P3K 18 0 18 1,pail4p_hs_18_0_18_1[c] + atp[c]  -> pail34p_hs_18_0_18_1[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5286 or 5287 or 5288 or 5290 or 5291 or 5293 or 5294 or 23533 or 5296 or 10870 or 8503 or 5295,0,0,1,1,1,4,24,30,16,21,,,,,,,,,,,,,,,,,,,,,,,1
827,PI34P5K_18_0_18_1,PI34P5K 18 0 18 1,pail34p_hs_18_0_18_1[c] + atp[c]  -> h[c] + pail345p_hs_18_0_18_1[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,8394 or 8395 or 23396,0,0,1,1,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,1
828,PI4P5K_18_0_18_1,PI4P5K 18 0 18 1,atp[c] + pail45p_hs_18_0_18_1[c]  -> h[c] + pail345p_hs_18_0_18_1[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,200576 or 23396 or 8394 or 8395 or 8396 or 5305 or 79837,1,0,1,1,0,4,189,24,22,29,0,2,1,3,8,15,,,,,,,,,,,,,,,,,1
829,PI345P3P_18_0_18_1,PI345P3P 18 0 18 1,h2o[c] + pail345p_hs_18_0_18_1[c]  -> pi[c] + pail45p_hs_18_0_18_1[c] ,0,1000,Expanded Glycerophospholipid metabolism,5728,0,0,1,1,0,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,1
830,PI45PLC_18_0_18_1,PI45PLC 18 0 18 1,h2o[c] + pail45p_hs_18_0_18_1[c]  -> dag_hs_18_0_18_1[c] + h[c] + mi145p[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,59,16,22,,,,,,,,,,,,,,,,,,,,1
831,AGPAT1_18_0_18_2,AGPAT1 18 0 18 2,alpha_hs_18_0[c] + lnlccoa[c]  -> coa[c] + pa_hs_18_0_18_2[c] ,0,1000,Expanded DAG metabolism,137964 or 56894 or 10554 or 10555 or 55326 or 56895,1,0,1,1,0,4,95,96,21,,,,,,,,,,,,,,,,,,,,,,,,1
832,PPAP_18_0_18_2,PPAP 18 0 18 2,h2o[c] + pa_hs_18_0_18_2[c]  -> dag_hs_18_0_18_2[c] + pi[c] ,0,1000,Expanded DAG metabolism,8611 or 8612 or 8613,1,0,0,0,0,4,103,107,,,,,,,,,,,,,,,,,,,,,,,,,1
833,CEPTE_18_0_18_2,CEPTE 18 0 18 2,dag_hs_18_0_18_2[c] + cdpea[c]  -> pe_hs_18_0_18_2[c] + cmp[c] + h[c] ,0,1000,Expanded Phospholipid metabolism,10390,1,0,1,0,0,4,194,303,21,,,,,,,,,,,,,,,,,,,,,,,,1
834,PSSA2_hs_18_0_18_2,PSSA2 hs 18 0 18 2,pe_hs_18_0_18_2[c] + ser_L[c]  <=> ps_hs_18_0_18_2[c] + etha[c] ,-1000,1000,Expanded Phospholipid metabolism,81490,1,0,1,0,0,4,195,32,21,,,,,,,,,,,,,,,,,,,,,,,,1
835,PSSA1_hs_18_0_18_2,PSSA1 hs 18 0 18 2,chol[c] + ps_hs_18_0_18_2[c]  <=> ser_L[c] + pchol_hs_18_0_18_2[c] ,-1000,1000,Expanded Phospholipid metabolism,9791,1,0,1,0,0,4,195,21,,,,,,,,,,,,,,,,,,,,,,,,,1
836,CEPTC_18_0_18_2,CEPTC 18 0 18 2,dag_hs_18_0_18_2[c] + cdpchol[c]  -> cmp[c] + h[c] + pchol_hs_18_0_18_2[c] ,0,1000,Expanded Phospholipid metabolism,56994 or 10390,1,0,1,0,0,4,194,193,310,21,,,,,,,,,,,,,,,,,,,,,,,1
837,PLA2_2_18_0_18_2,PLA2 2 18 0 18 2,h2o[c] + pchol_hs_18_0_18_2[c]  -> lnlc[c] + h[c] + lpchol_hs_18_0[c] ,0,1000,Expanded Phospholipid metabolism,5320 or 8398,1,0,0,1,1,4,57,61,62,63,248,249,,,,,,,,,,,,,,,,,,,,,1
838,DAGK_hs_18_0_18_2,DAGK hs 18 0 18 2,h[c] + adp[c] + pa_hs_18_0_18_2[c]  <=> dag_hs_18_0_18_2[c] + atp[c] ,-1000,1000,Expanded DAG metabolism,1606 or 1607 or 1608 or 1609 or 9162 or 8525 or 8526 or 8527 or 160851,1,0,1,1,0,4,229,18,21,,,,,,,,,,,,,,,,,,,,,,,,1
839,LPS2_18_0_18_2,LPS2 18 0 18 2,dag_hs_18_0_18_2[c] + h2o[c]  -> lnlc[c] + h[c] + mag_hs_18_0[c] ,0,1000,Expanded DAG metabolism,4023,1,0,0,1,1,4,192,228,,,,,,,,,,,,,,,,,,,,,,,,,1
840,CDS_18_0_18_2,CDS 18 0 18 2,ctp[c] + h[c] + pa_hs_18_0_18_2[c]  -> ppi[c] + cdpdag_hs_18_0_18_2[c] ,0,1000,Expanded Glycerophospholipid metabolism,1040,1,0,0,0,0,4,191,,,,,,,,,,,,,,,,,,,,,,,,,,1
841,CDIPTr_18_0_18_2,CDIPTr 18 0 18 2,inost[c] + cdpdag_hs_18_0_18_2[c]  -> cmp[c] + pail_hs_18_0_18_2[c] + h[c] ,0,1000,Expanded Glycerophospholipid metabolism,10423,1,0,1,0,0,4,191,26,4,21,,,,,,,,,,,,,,,,,,,,,,,1
842,PIPLC_18_0_18_2,PIPLC 18 0 18 2,h2o[c] + pail_hs_18_0_18_2[c]  -> dag_hs_18_0_18_2[c] + mi1p_D[c] + h[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 257068 or 9651 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
843,PIK4_18_0_18_2,PIK4 18 0 18 2,pail_hs_18_0_18_2[c] + atp[c]  -> pail4p_hs_18_0_18_2[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5297 or 5298 or 55361,1,0,1,0,0,4,189,24,21,16,,,,,,,,,,,,,,,,,,,,,,,1
844,PI4PLC_18_0_18_2,PI4PLC 18 0 18 2,h2o[c] + pail4p_hs_18_0_18_2[c]  -> dag_hs_18_0_18_2[c] + h[c] + mi14p[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
845,PI4P3K_18_0_18_2,PI4P3K 18 0 18 2,pail4p_hs_18_0_18_2[c] + atp[c]  -> pail34p_hs_18_0_18_2[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5286 or 5287 or 5288 or 5290 or 5291 or 5293 or 5294 or 23533 or 5296 or 10870 or 8503 or 5295,0,0,1,1,1,4,24,30,16,21,,,,,,,,,,,,,,,,,,,,,,,1
846,PI34P5K_18_0_18_2,PI34P5K 18 0 18 2,pail34p_hs_18_0_18_2[c] + atp[c]  -> pail345p_hs_18_0_18_2[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,8394 or 8395 or 23396,0,0,1,1,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,1
847,PI4P5K_18_0_18_2,PI4P5K 18 0 18 2,atp[c] + pail45p_hs_18_0_18_2[c]  -> pail345p_hs_18_0_18_2[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,200576 or 23396 or 8394 or 8395 or 8396 or 5305 or 79837,1,0,1,1,0,4,189,24,22,29,0,2,1,3,8,15,,,,,,,,,,,,,,,,,1
848,PI345P3P_18_0_18_2,PI345P3P 18 0 18 2,h2o[c] + pail345p_hs_18_0_18_2[c]  -> pi[c] + pail45p_hs_18_0_18_2[c] ,0,1000,Expanded Glycerophospholipid metabolism,5728,0,0,1,1,0,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,1
849,PI45PLC_18_0_18_2,PI45PLC 18 0 18 2,h2o[c] + pail45p_hs_18_0_18_2[c]  -> dag_hs_18_0_18_2[c] + h[c] + mi145p[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,4,57,58,59,60,60,16,22,,,,,,,,,,,,,,,,,,,,1
850,AGPAT1_18_0_20_4,AGPAT1 18 0 20 4,arachdcoa[c] + alpha_hs_18_0[c]  -> coa[c] + pa_hs_18_0_20_4[c] ,0,1000,Expanded DAG metabolism,137964 or 56894 or 10554 or 10555 or 55326 or 56895,1,0,1,1,0,5,95,96,21,,,,,,,,,,,,,,,,,,,,,,,,1
851,PPAP_18_0_20_4,PPAP 18 0 20 4,h2o[c] + pa_hs_18_0_20_4[c]  -> pi[c] + dag_hs_18_0_20_4[c] ,0,1000,Expanded DAG metabolism,8611 or 8612 or 8613,1,0,0,0,0,4,103,107,,,,,,,,,,,,,,,,,,,,,,,,,1
852,CEPTE_18_0_20_4,CEPTE 18 0 20 4,cdpea[c] + dag_hs_18_0_20_4[c]  -> cmp[c] + pe_hs_18_0_20_4[c] + h[c] ,0,1000,Expanded Phospholipid metabolism,10390,1,0,1,0,0,5,194,304,21,,,,,,,,,,,,,,,,,,,,,,,,1
853,PSSA2_hs_18_0_20_4,PSSA2 hs 18 0 20 4,ser_L[c] + pe_hs_18_0_20_4[c]  <=> ps_hs_18_0_20_4[c] + etha[c] ,-1000,1000,Expanded Phospholipid metabolism,81490,1,0,1,0,0,5,195,32,21,,,,,,,,,,,,,,,,,,,,,,,,1
854,PSSA1_hs_18_0_20_4,PSSA1 hs 18 0 20 4,chol[c] + ps_hs_18_0_20_4[c]  <=> ser_L[c] + pchol_hs_18_0_20_4[c] ,-1000,1000,Expanded Phospholipid metabolism,9791,1,0,1,0,0,5,195,21,,,,,,,,,,,,,,,,,,,,,,,,,1
855,CEPTC_18_0_20_4,CEPTC 18 0 20 4,cdpchol[c] + dag_hs_18_0_20_4[c]  -> cmp[c] + pchol_hs_18_0_20_4[c] + h[c] ,0,1000,Expanded Phospholipid metabolism,56994 or 10390,1,0,1,0,0,5,194,193,311,21,,,,,,,,,,,,,,,,,,,,,,,1
856,PLA2_2_18_0_20_4,PLA2 2 18 0 20 4,h2o[c] + pchol_hs_18_0_20_4[c]  -> h[c] + lpchol_hs_18_0[c] + arachd[c] ,0,1000,Expanded Phospholipid metabolism,5320 or 8398,1,0,0,1,1,5,57,61,62,63,248,249,,,,,,,,,,,,,,,,,,,,,1
857,DAGK_hs_18_0_20_4,DAGK hs 18 0 20 4,h[c] + adp[c] + pa_hs_18_0_20_4[c]  <=> atp[c] + dag_hs_18_0_20_4[c] ,-1000,1000,Expanded DAG metabolism,1606 or 1607 or 1608 or 1609 or 9162 or 8525 or 8526 or 8527 or 160851,1,0,1,1,0,5,229,18,21,,,,,,,,,,,,,,,,,,,,,,,,1
858,LPS2_18_0_20_4,LPS2 18 0 20 4,h2o[c] + dag_hs_18_0_20_4[c]  -> h[c] + arachd[c] + mag_hs_18_0[c] ,0,1000,Expanded DAG metabolism,4023,1,0,0,1,1,4,192,228,,,,,,,,,,,,,,,,,,,,,,,,,1
859,CDS_18_0_20_4,CDS 18 0 20 4,ctp[c] + h[c] + pa_hs_18_0_20_4[c]  -> cdpdag_hs_18_0_20_4[c] + ppi[c] ,0,1000,Expanded Glycerophospholipid metabolism,1040,1,0,0,0,0,5,191,,,,,,,,,,,,,,,,,,,,,,,,,,1
860,CDIPTr_18_0_20_4,CDIPTr 18 0 20 4,cdpdag_hs_18_0_20_4[c] + inost[c]  -> cmp[c] + pail_hs_18_0_20_4[c] + h[c] ,0,1000,Expanded Glycerophospholipid metabolism,10423,1,0,1,0,0,5,191,26,4,21,,,,,,,,,,,,,,,,,,,,,,,1
861,PIPLC_18_0_20_4,PIPLC 18 0 20 4,h2o[c] + pail_hs_18_0_20_4[c]  -> mi1p_D[c] + h[c] + dag_hs_18_0_20_4[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 257068 or 9651 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,5,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
862,PIK4_18_0_20_4,PIK4 18 0 20 4,pail_hs_18_0_20_4[c] + atp[c]  -> pail4p_hs_18_0_20_4[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5297 or 5298 or 55361,1,0,1,0,0,5,189,24,21,16,,,,,,,,,,,,,,,,,,,,,,,1
863,PI4PLC_18_0_20_4,PI4PLC 18 0 20 4,h2o[c] + pail4p_hs_18_0_20_4[c]  -> h[c] + dag_hs_18_0_20_4[c] + mi14p[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,5,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
864,PI4P3K_18_0_20_4,PI4P3K 18 0 20 4,pail4p_hs_18_0_20_4[c] + atp[c]  -> pail34p_hs_18_0_20_4[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,5286 or 5287 or 5288 or 5290 or 5291 or 5293 or 5294 or 23533 or 5296 or 10870 or 8503 or 5295,0,0,1,1,1,4,24,30,16,21,,,,,,,,,,,,,,,,,,,,,,,1
865,PI34P5K_18_0_20_4,PI34P5K 18 0 20 4,pail34p_hs_18_0_20_4[c] + atp[c]  -> pail345p_hs_18_0_20_4[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,8394 or 8395 or 23396,0,0,1,1,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,1
866,PI4P5K_18_0_20_4,PI4P5K 18 0 20 4,pail45p_hs_18_0_20_4[c] + atp[c]  -> pail345p_hs_18_0_20_4[c] + h[c] + adp[c] ,0,1000,Expanded Glycerophospholipid metabolism,200576 or 23396 or 8394 or 8395 or 8396 or 5305 or 79837,1,0,1,1,0,5,189,24,22,29,0,2,1,3,8,15,,,,,,,,,,,,,,,,,1
867,PI345P3P_18_0_20_4,PI345P3P 18 0 20 4,h2o[c] + pail345p_hs_18_0_20_4[c]  -> pail45p_hs_18_0_20_4[c] + pi[c] ,0,1000,Expanded Glycerophospholipid metabolism,5728,0,0,1,1,0,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,1
868,PI45PLC_18_0_20_4,PI45PLC 18 0 20 4,pail45p_hs_18_0_20_4[c] + h2o[c]  -> h[c] + mi145p[c] + dag_hs_18_0_20_4[c] ,0,1000,Expanded Glycerophospholipid metabolism,113026 or 23236 or 84812 or 9651 or 257068 or 89869 or 5330 or 5331 or 5332 or 5333 or 5334 or 5335 or 5336 or 51196 or 23007,1,0,1,1,1,5,57,58,59,60,61,16,22,,,,,,,,,,,,,,,,,,,,1
869,AGPAT1_18_1_18_1,AGPAT1 18 1 18 1,alpha_hs_18_1[c] + odecoa[c]  -> pa_hs_18_1_18_1[c] + coa[c] ,0,1000,Expanded DAG metabolism,137964 or 56894 or 10554 or 10555 or 55326 or 56895,1,0,1,1,0,4,95,96,21,,,,,,,,,,,,,,,,,,,,,,,,1
870,PPAP_18_1_18_1,PPAP 18 1 18 1,h2o[c] + pa_hs_18_1_18_1[c]  -> dag_hs_18_1_18_1[c] + pi[c] ,0,1000,Expanded DAG metabolism,8611 or 8612 or 8613,1,0,0,0,0,4,103,107,,,,,,,,,,,,,,,,,,,,,,,,,1
871,CEPTE_18_1_18_1,CEPTE 18 1 18 1,cdpea[c] + dag_hs_18_1_18_1[c]  -> cmp[c] + h[c] + pe_hs_18_1_18_1[c] ,0,1000,Expanded Phospholipid metabolism,10390,1,0,1,0,0,4,194,305,21,,,,,,,,,,,,,,,,,,,,,,,,1
872,PSSA2_hs_18_1_18_1,PSSA2 hs 18 1 18 1,ser_L[c] + pe_hs_18_1_18_1[c]  <=> ps_hs_18_1_18_1[c] + etha[c] ,-1000,1000,Expanded Phospholipid metabolism,81490,1,0,1,0,0,4,195,32,21,,,,,,,,,,,,,,,,,,,,,,,,1
873,PSSA1_hs_18_1_18_1,PSSA1 hs 18 1 18 1,chol[c] + ps_hs_18_1_18_1[c]  <=> ser_L[c] + pchol_hs_18_1_18_1[c] ,-1000,1000,Expanded Phospholipid metabolism,9791,1,0,1,0,0,4,195,21,,,,,,,,,,,,,,,,,,,,,,,,,1
874,CEPTC_18_1_18_1,CEPTC 18 1 18 1,dag_hs_18_1_18_1[c] + cdpchol[c]  -> cmp[c] + pchol_hs_18_1_18_1[c] + h[c] ,0,1000,Expanded Phospholipid metabolism,56994 or 10390,1,0,1,0,0,4,194,193,312,21,,,,,,,,,,,,,,,,,,,,,,,1
875,PLA2_2_18_1_18_1,PLA2 2 18 1 18 1,h2o[c] + pchol_hs_18_1_18_1[c]  -> ocdcea[c] + h[c] + lpchol_hs_18_1[c] ,0,1000,Expanded Phospholipid metabolism,5320 or 8398,1,0,0,1,1,4,57,61,62,63,248,249,,,,,,,,,,,,,,,,,,,,,1
